Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
16.0,76,6.0,36.0,partly cloudy,1007.38,2,Summer,9.0,inland,Cloudy
33.0,71,4.0,12.0,partly cloudy,1004.19,2,Winter,5.5,mountain,Cloudy
24.0,75,16.0,93.0,overcast,1006.33,3,Summer,3.0,inland,Rainy
2.0,83,15.5,98.0,overcast,994.72,1,Winter,4.0,mountain,Snowy
15.0,70,13.5,31.0,overcast,1011.42,4,Summer,6.0,inland,Cloudy
34.0,78,9.0,42.0,partly cloudy,1005.0,1,Winter,8.5,inland,Cloudy
21.0,78,14.5,11.0,overcast,1003.12,1,Summer,8.5,inland,Cloudy
-10.0,74,13.5,83.0,partly cloudy,998.28,0,Winter,2.5,mountain,Snowy
29.0,71,10.5,45.0,partly cloudy,1003.09,3,Spring,5.5,mountain,Cloudy
10.0,93,19.5,70.0,partly cloudy,1006.59,2,Summer,2.5,inland,Rainy
-4.0,63,4.0,99.0,overcast,986.44,1,Winter,4.0,inland,Snowy
32.0,56,12.5,28.0,partly cloudy,1002.97,1,Summer,7.5,coastal,Cloudy
-10.0,69,8.0,97.0,overcast,993.0,0,Winter,4.5,mountain,Snowy
18.0,56,3.5,15.0,overcast,1003.46,1,Summer,5.5,mountain,Cloudy
-4.0,64,20.0,62.0,overcast,998.18,0,Winter,2.5,mountain,Snowy
23.0,74,21.0,89.0,partly cloudy,1005.29,2,Spring,7.5,mountain,Cloudy
12.0,87,14.5,72.0,overcast,991.12,3,Spring,3.0,inland,Rainy
-10.0,72,2.5,96.0,overcast,988.45,0,Winter,2.0,mountain,Snowy
17.0,59,10.0,27.0,partly cloudy,1002.36,2,Summer,5.0,coastal,Cloudy
24.0,78,8.0,29.0,overcast,1007.48,2,Winter,5.0,inland,Cloudy
15.0,61,3.5,39.0,overcast,1003.36,3,Spring,7.5,coastal,Cloudy
0.0,69,4.0,86.0,overcast,989.23,1,Winter,1.5,inland,Snowy
18.0,88,10.0,57.0,partly cloudy,996.4,1,Winter,1.5,coastal,Rainy
-2.0,82,5.0,83.0,overcast,991.11,1,Winter,4.0,mountain,Snowy
27.0,63,9.0,72.0,overcast,1000.61,0,Summer,4.0,coastal,Rainy
0.0,86,9.0,79.0,overcast,995.35,0,Winter,1.0,inland,Snowy
30.0,98,5.0,66.0,overcast,1012.74,2,Spring,3.0,coastal,Rainy
17.0,70,12.0,31.0,overcast,1006.41,4,Spring,5.5,coastal,Cloudy
33.0,87,10.0,73.0,overcast,998.28,0,Spring,2.5,coastal,Rainy
33.0,72,12.5,52.0,overcast,991.52,1,Autumn,5.0,mountain,Rainy
-1.0,24,13.5,33.0,cloudy,1001.73,8,Summer,19.0,coastal,Rainy
12.0,79,6.5,80.0,partly cloudy,1008.27,0,Summer,1.0,mountain,Rainy
11.0,67,8.5,59.0,overcast,1004.46,2,Summer,4.5,coastal,Rainy
4.0,81,9.5,80.0,partly cloudy,984.34,1,Winter,1.5,mountain,Snowy
30.0,74,28.0,86.0,partly cloudy,1012.81,9,Summer,2.0,mountain,Cloudy
19.0,64,6.0,46.0,overcast,1001.14,3,Winter,6.0,mountain,Cloudy
48.0,99,38.5,89.0,overcast,995.44,9,Autumn,2.5,mountain,Rainy
-8.0,77,14.5,56.0,partly cloudy,986.36,0,Winter,2.5,mountain,Snowy
-5.0,60,9.5,95.0,overcast,995.4,1,Winter,5.0,mountain,Snowy
-10.0,69,12.0,86.0,overcast,985.56,1,Winter,1.0,inland,Snowy
-5.0,92,13.5,65.0,overcast,992.21,0,Winter,4.5,inland,Snowy
25.0,86,11.0,75.0,overcast,1006.57,0,Autumn,4.0,coastal,Rainy
24.0,91,14.0,97.0,overcast,993.37,0,Autumn,2.0,coastal,Rainy
16.0,97,19.0,59.0,overcast,1005.12,3,Summer,1.0,inland,Rainy
10.0,74,1.0,22.0,partly cloudy,1004.9,4,Autumn,8.0,inland,Cloudy
24.0,78,13.0,89.0,overcast,1011.2,1,Spring,4.5,mountain,Rainy
26.0,88,18.5,81.0,overcast,992.92,3,Winter,4.5,inland,Rainy
19.0,96,14.5,51.0,partly cloudy,1002.78,2,Summer,3.0,coastal,Rainy
4.0,64,13.5,72.0,overcast,986.69,0,Winter,2.5,inland,Snowy
17.0,54,12.0,37.0,partly cloudy,1003.0,3,Summer,8.0,inland,Cloudy
36.0,71,9.0,95.0,partly cloudy,1011.81,13,Spring,3.0,mountain,Cloudy
3.0,66,0.5,53.0,overcast,983.84,0,Winter,1.0,inland,Snowy
2.0,97,18.0,94.0,overcast,989.09,1,Winter,3.5,inland,Snowy
13.0,69,8.5,69.0,overcast,1002.28,3,Winter,2.0,mountain,Rainy
-4.0,82,16.5,96.0,overcast,982.8,1,Winter,2.0,inland,Snowy
-2.0,73,11.5,53.0,overcast,988.55,0,Winter,2.0,mountain,Snowy
14.0,53,2.0,30.0,partly cloudy,1012.15,1,Autumn,8.5,inland,Cloudy
10.0,63,2.5,23.0,partly cloudy,1008.83,3,Spring,7.5,inland,Cloudy
22.0,85,6.5,94.0,overcast,1008.01,2,Spring,4.0,mountain,Rainy
-4.0,72,16.5,91.0,partly cloudy,989.39,1,Winter,2.5,mountain,Snowy
-5.0,73,6.5,90.0,overcast,986.96,1,Winter,4.0,mountain,Snowy
31.0,62,1.0,17.0,overcast,1008.23,3,Winter,8.0,inland,Cloudy
-7.0,70,5.0,82.0,partly cloudy,999.14,1,Winter,2.0,mountain,Snowy
2.0,77,4.5,75.0,partly cloudy,986.27,0,Winter,3.5,mountain,Snowy
-9.0,65,10.5,74.0,overcast,992.52,1,Winter,5.0,mountain,Snowy
16.0,63,16.0,71.0,overcast,993.72,3,Winter,4.5,inland,Rainy
29.0,73,5.5,42.0,partly cloudy,1010.3,1,Summer,5.0,coastal,Cloudy
23.0,73,14.5,32.0,partly cloudy,1002.91,4,Autumn,7.5,mountain,Cloudy
20.0,76,16.5,68.0,overcast,1000.91,2,Autumn,5.0,coastal,Rainy
-3.0,72,12.0,61.0,overcast,988.7,1,Winter,4.0,mountain,Snowy
-2.0,67,12.0,80.0,overcast,986.65,1,Winter,2.0,inland,Snowy
-7.0,84,13.0,92.0,overcast,982.7,1,Winter,2.0,mountain,Snowy
18.0,67,16.0,54.0,overcast,994.09,2,Winter,1.5,coastal,Rainy
24.0,56,2.5,14.0,partly cloudy,1012.4,1,Autumn,7.5,inland,Cloudy
4.0,64,2.5,70.0,overcast,997.74,1,Winter,3.0,mountain,Snowy
32.0,80,15.5,96.0,overcast,1003.58,0,Autumn,1.5,mountain,Rainy
-5.0,81,4.5,97.0,overcast,992.24,3,Winter,4.5,inland,Snowy
2.0,78,11.0,65.0,overcast,998.54,0,Winter,4.5,mountain,Snowy
-8.0,96,16.0,91.0,overcast,998.14,1,Winter,3.5,inland,Snowy
14.0,69,14.0,65.0,overcast,1012.87,0,Spring,4.0,inland,Rainy
24.0,57,12.5,14.0,overcast,1006.1,4,Autumn,7.0,mountain,Cloudy
-6.0,97,20.0,63.0,overcast,999.09,1,Winter,1.5,inland,Snowy
49.0,72,24.5,75.0,partly cloudy,1012.66,0,Winter,6.0,coastal,Cloudy
-7.0,73,3.0,83.0,partly cloudy,991.11,0,Winter,1.5,mountain,Snowy
-6.0,86,11.5,62.0,overcast,988.45,0,Winter,2.5,mountain,Snowy
13.0,64,13.0,30.0,partly cloudy,1008.6,2,Summer,7.0,mountain,Cloudy
31.0,77,16.0,90.0,overcast,998.94,0,Winter,4.0,inland,Rainy
29.0,64,12.5,81.0,partly cloudy,1005.58,0,Spring,3.0,coastal,Rainy
19.0,57,4.5,35.0,partly cloudy,1000.13,2,Spring,7.5,inland,Cloudy
-2.0,93,6.5,83.0,overcast,999.59,0,Winter,1.5,inland,Snowy
33.0,70,10.5,88.0,partly cloudy,1004.0,6,Autumn,8.0,coastal,Cloudy
33.0,61,18.0,89.0,overcast,991.43,2,Spring,5.0,coastal,Rainy
38.0,33,9.5,3.0,clear,1010.86,10,Autumn,7.0,mountain,Sunny
16.0,61,4.5,34.0,partly cloudy,1005.33,2,Autumn,8.5,coastal,Cloudy
23.0,78,15.0,60.0,overcast,991.36,2,Autumn,4.0,inland,Rainy
34.0,63,13.5,89.0,overcast,992.12,1,Winter,3.0,coastal,Rainy
12.0,84,8.5,63.0,overcast,991.55,2,Winter,4.5,inland,Rainy
2.0,99,8.0,81.0,partly cloudy,998.49,14,Winter,2.0,inland,Snowy
30.0,77,3.0,19.0,overcast,1006.16,3,Winter,6.0,inland,Cloudy
-8.0,70,2.5,84.0,overcast,985.21,1,Winter,2.5,mountain,Snowy
-1.0,74,15.5,90.0,overcast,983.35,0,Winter,4.0,inland,Snowy
0.0,77,14.5,92.0,overcast,997.93,0,Winter,2.0,mountain,Snowy
27.0,64,4.0,19.0,clear,1011.7,8,Spring,9.0,coastal,Sunny
13.0,75,9.0,58.0,partly cloudy,1000.52,1,Summer,3.0,inland,Rainy
15.0,97,12.5,79.0,overcast,1003.91,0,Spring,1.5,mountain,Rainy
20.0,75,11.0,27.0,partly cloudy,1003.6,1,Summer,5.0,inland,Cloudy
14.0,70,16.0,92.0,overcast,1012.86,0,Autumn,4.5,inland,Rainy
18.0,68,13.0,32.0,partly cloudy,1006.26,3,Summer,5.5,inland,Cloudy
30.0,57,7.0,35.0,overcast,1000.25,4,Spring,7.5,mountain,Cloudy
26.0,77,13.5,22.0,partly cloudy,1010.63,3,Autumn,8.5,inland,Cloudy
19.0,79,10.0,63.0,partly cloudy,1000.43,0,Spring,1.5,mountain,Rainy
32.0,52,4.5,40.0,partly cloudy,1007.6,4,Spring,8.5,coastal,Cloudy
34.0,61,2.0,45.0,overcast,1010.29,3,Winter,6.5,coastal,Cloudy
-8.0,66,4.0,75.0,overcast,981.63,0,Winter,2.0,mountain,Snowy
-5.0,93,16.5,63.0,overcast,992.47,1,Winter,2.0,mountain,Snowy
29.0,96,17.5,54.0,overcast,991.48,1,Summer,5.0,coastal,Rainy
10.0,85,15.5,93.0,partly cloudy,1008.89,1,Spring,3.5,mountain,Rainy
-5.0,60,14.0,72.0,overcast,996.55,1,Winter,1.0,inland,Snowy
14.0,79,14.0,99.0,partly cloudy,1000.48,3,Spring,3.5,coastal,Rainy
-7.0,81,11.0,79.0,partly cloudy,995.1,1,Winter,3.0,inland,Snowy
18.0,55,2.0,48.0,overcast,1000.66,3,Summer,8.0,inland,Cloudy
16.0,90,16.5,77.0,partly cloudy,991.95,1,Winter,4.5,inland,Rainy
2.0,74,5.0,67.0,partly cloudy,987.9,0,Winter,3.5,mountain,Snowy
24.0,75,9.5,68.0,overcast,992.93,1,Spring,5.0,inland,Rainy
31.0,77,9.0,40.0,partly cloudy,1000.97,2,Summer,6.5,inland,Cloudy
11.0,85,16.5,92.0,partly cloudy,998.54,2,Winter,5.0,mountain,Rainy
30.0,82,19.5,75.0,overcast,995.16,12,Autumn,3.5,coastal,Rainy
1.0,92,3.5,95.0,overcast,994.98,1,Winter,4.0,inland,Snowy
11.0,89,13.5,73.0,overcast,1012.51,3,Summer,1.5,mountain,Rainy
16.0,78,5.5,38.0,partly cloudy,1012.74,2,Spring,8.0,mountain,Cloudy
10.0,70,17.5,74.0,partly cloudy,990.18,2,Summer,2.0,inland,Rainy
0.0,69,14.5,91.0,partly cloudy,993.71,0,Winter,4.5,inland,Snowy
21.0,70,11.0,53.0,overcast,1002.67,0,Spring,4.5,mountain,Rainy
4.0,74,3.0,77.0,overcast,998.95,1,Winter,3.0,mountain,Snowy
20.0,73,11.0,24.0,partly cloudy,1006.2,3,Summer,8.5,inland,Cloudy
-2.0,86,2.0,58.0,overcast,987.21,0,Winter,4.5,inland,Snowy
10.0,91,14.5,86.0,overcast,1007.81,2,Winter,3.5,inland,Rainy
14.0,68,11.5,11.0,overcast,1012.85,2,Winter,6.5,coastal,Cloudy
-1.0,66,4.0,96.0,overcast,985.95,0,Winter,3.0,inland,Snowy
0.0,95,5.5,83.0,overcast,982.08,0,Winter,4.0,mountain,Snowy
34.0,68,13.0,62.0,overcast,997.87,1,Summer,2.5,coastal,Rainy
23.0,83,6.0,56.0,overcast,1000.16,0,Summer,2.5,mountain,Rainy
26.0,69,10.5,32.0,overcast,1002.45,2,Winter,8.5,mountain,Cloudy
3.0,87,33.0,86.0,overcast,990.47,12,Winter,3.0,mountain,Snowy
-7.0,99,21.5,88.0,overcast,990.26,14,Winter,1.5,inland,Snowy
22.0,94,18.0,84.0,overcast,997.96,1,Summer,2.5,mountain,Rainy
12.0,68,9.0,48.0,partly cloudy,1001.12,2,Summer,6.5,inland,Cloudy
29.0,66,12.5,58.0,partly cloudy,1012.16,0,Winter,5.0,inland,Rainy
-4.0,66,14.0,92.0,overcast,968.52,0,Spring,18.0,mountain,Cloudy
15.0,76,10.0,74.0,overcast,1003.34,2,Summer,4.0,inland,Rainy
26.0,92,33.0,72.0,partly cloudy,1007.89,9,Spring,1.5,mountain,Rainy
18.0,80,11.5,93.0,overcast,994.57,1,Autumn,3.5,mountain,Rainy
26.0,51,11.5,33.0,overcast,1001.95,3,Spring,6.5,mountain,Cloudy
-9.0,61,3.0,51.0,overcast,990.2,1,Winter,5.0,mountain,Snowy
20.0,81,32.0,87.0,partly cloudy,999.54,12,Summer,1.5,mountain,Rainy
12.0,53,6.5,41.0,overcast,1003.16,3,Autumn,7.0,coastal,Cloudy
-6.0,67,4.5,70.0,overcast,994.95,1,Winter,3.5,mountain,Snowy
-9.0,94,5.0,86.0,overcast,985.73,5,Winter,1.0,mountain,Snowy
21.0,52,8.0,44.0,partly cloudy,1006.7,4,Autumn,8.5,coastal,Cloudy
-10.0,81,3.5,54.0,overcast,986.73,0,Winter,4.5,mountain,Snowy
0.0,84,12.5,82.0,overcast,981.78,14,Winter,1.0,inland,Snowy
33.0,61,6.5,61.0,partly cloudy,996.31,0,Summer,1.5,coastal,Rainy
-2.0,68,12.0,64.0,overcast,987.81,0,Winter,2.5,inland,Snowy
-8.0,80,1.0,99.0,overcast,985.05,7,Winter,1.0,inland,Snowy
-4.0,76,16.5,78.0,partly cloudy,986.97,0,Winter,2.5,inland,Snowy
-2.0,60,8.0,53.0,partly cloudy,991.24,0,Winter,2.0,mountain,Snowy
25.0,85,9.0,67.0,overcast,995.4,1,Winter,2.0,mountain,Rainy
34.0,73,0.5,43.0,partly cloudy,1002.43,1,Summer,8.0,mountain,Cloudy
23.0,95,23.5,83.0,partly cloudy,1003.38,7,Summer,6.5,inland,Cloudy
-7.0,92,2.5,90.0,overcast,994.04,0,Winter,3.5,mountain,Snowy
4.0,86,13.5,57.0,overcast,992.24,1,Winter,2.0,inland,Snowy
18.0,79,10.0,85.0,overcast,994.54,3,Summer,1.5,coastal,Rainy
-2.0,93,0.5,66.0,overcast,997.17,0,Winter,2.5,inland,Snowy
20.0,75,5.0,11.0,partly cloudy,1007.74,2,Summer,5.5,coastal,Cloudy
-3.0,81,12.0,97.0,overcast,996.42,0,Winter,2.0,inland,Snowy
26.0,73,2.5,34.0,overcast,1001.41,3,Winter,8.0,inland,Cloudy
21.0,64,9.5,98.0,overcast,1007.7,2,Spring,1.5,coastal,Rainy
-3.0,84,6.5,97.0,overcast,986.03,1,Winter,4.0,mountain,Snowy
40.0,28,10.0,15.0,partly cloudy,1010.24,8,Spring,9.0,mountain,Sunny
30.0,62,8.5,18.0,partly cloudy,1009.95,3,Autumn,8.0,mountain,Cloudy
16.0,55,12.5,40.0,partly cloudy,1008.97,4,Winter,6.5,coastal,Cloudy
28.0,66,18.5,94.0,partly cloudy,1004.71,2,Autumn,1.5,mountain,Rainy
-2.0,82,5.0,92.0,overcast,981.8,1,Winter,1.5,inland,Snowy
-5.0,72,14.5,76.0,partly cloudy,994.11,1,Winter,3.0,mountain,Snowy
16.0,95,5.5,84.0,partly cloudy,1011.25,3,Summer,10.0,mountain,Cloudy
16.0,68,4.5,15.0,partly cloudy,1002.03,2,Winter,6.5,coastal,Cloudy
-8.0,92,5.5,54.0,overcast,999.41,1,Winter,3.0,mountain,Snowy
-9.0,77,14.5,61.0,overcast,986.36,1,Winter,2.5,inland,Snowy
31.0,57,1.5,23.0,overcast,1007.31,2,Winter,7.5,mountain,Cloudy
29.0,50,8.0,27.0,partly cloudy,1005.8,1,Winter,8.5,mountain,Cloudy
-1.0,84,28.0,85.0,overcast,993.1,3,Winter,5.0,mountain,Snowy
-7.0,79,6.5,90.0,overcast,993.56,0,Winter,1.5,inland,Snowy
15.0,98,14.5,78.0,overcast,1002.19,3,Autumn,3.5,mountain,Rainy
25.0,62,13.5,41.0,partly cloudy,1009.99,1,Spring,8.5,mountain,Cloudy
3.0,94,16.5,53.0,overcast,991.09,0,Winter,4.0,inland,Snowy
11.0,89,15.0,53.0,overcast,1010.86,2,Summer,1.0,mountain,Rainy
32.0,59,2.0,12.0,overcast,1008.35,4,Summer,8.0,inland,Cloudy
30.0,65,16.0,90.0,partly cloudy,1000.92,0,Winter,3.0,inland,Rainy
17.0,68,10.0,44.0,partly cloudy,1007.36,4,Spring,8.0,inland,Cloudy
21.0,78,9.5,99.0,overcast,1006.31,2,Summer,2.5,mountain,Rainy
45.0,23,3.0,73.0,overcast,999.13,0,Autumn,7.0,mountain,Snowy
31.0,59,11.0,44.0,partly cloudy,1002.75,4,Summer,8.0,mountain,Cloudy
30.0,63,6.0,65.0,partly cloudy,1009.86,0,Winter,4.0,mountain,Rainy
4.0,67,20.0,58.0,partly cloudy,995.92,1,Winter,2.5,mountain,Snowy
-12.0,91,14.5,94.0,overcast,999.79,7,Winter,1.5,mountain,Snowy
26.0,98,12.0,63.0,partly cloudy,1008.53,3,Winter,2.5,coastal,Rainy
12.0,56,13.5,21.0,partly cloudy,1002.46,1,Spring,5.5,inland,Cloudy
-5.0,61,15.0,79.0,overcast,995.6,0,Winter,3.5,inland,Snowy
1.0,66,5.5,90.0,overcast,982.19,1,Winter,3.0,inland,Snowy
34.0,96,10.0,62.0,overcast,1009.23,3,Summer,2.5,inland,Rainy
28.0,57,5.0,21.0,partly cloudy,1009.21,3,Spring,8.5,inland,Cloudy
23.0,79,13.0,82.0,overcast,997.71,1,Winter,2.5,inland,Rainy
32.0,75,15.0,79.0,overcast,1000.46,3,Summer,2.0,mountain,Rainy
10.0,94,14.0,62.0,overcast,996.24,3,Summer,4.0,inland,Rainy
17.0,51,2.0,20.0,partly cloudy,1011.82,1,Winter,6.0,mountain,Cloudy
19.0,67,0.0,47.0,partly cloudy,1012.54,2,Summer,6.0,inland,Cloudy
34.0,99,17.5,70.0,overcast,990.78,3,Autumn,2.0,inland,Rainy
-2.0,97,17.5,60.0,overcast,982.42,0,Winter,3.0,inland,Snowy
26.0,60,11.5,50.0,partly cloudy,995.67,3,Summer,3.5,inland,Rainy
-1.0,82,21.5,97.0,partly cloudy,997.75,5,Winter,3.5,mountain,Snowy
29.0,93,9.0,88.0,overcast,1009.73,3,Summer,4.5,coastal,Rainy
27.0,51,9.0,4.0,clear,1010.29,8,Winter,7.0,mountain,Sunny
-6.0,63,7.0,99.0,overcast,998.64,1,Winter,3.0,mountain,Snowy
11.0,65,9.5,90.0,overcast,994.47,1,Spring,3.5,inland,Rainy
26.0,95,12.5,66.0,overcast,1009.96,1,Summer,2.5,coastal,Rainy
26.0,67,11.5,87.0,partly cloudy,1000.8,3,Spring,3.0,inland,Rainy
2.0,78,11.5,59.0,overcast,991.02,1,Winter,1.5,inland,Snowy
19.0,91,10.0,62.0,overcast,1004.94,2,Winter,2.0,coastal,Rainy
26.0,70,6.0,11.0,overcast,1004.74,4,Spring,6.0,coastal,Cloudy
11.0,91,34.5,82.0,overcast,1007.44,7,Winter,1.5,mountain,Rainy
-7.0,99,2.5,53.0,overcast,997.66,0,Winter,4.5,inland,Snowy
24.0,74,9.5,40.0,partly cloudy,1007.32,2,Autumn,8.5,coastal,Cloudy
-4.0,69,3.0,69.0,overcast,996.15,0,Winter,1.5,mountain,Snowy
34.0,79,1.5,34.0,overcast,1008.11,1,Winter,8.5,coastal,Cloudy
30.0,73,17.5,52.0,overcast,995.78,1,Summer,1.0,mountain,Rainy
27.0,58,11.0,37.0,partly cloudy,1005.12,1,Winter,8.5,inland,Cloudy
-6.0,96,10.5,75.0,overcast,986.32,0,Winter,4.0,mountain,Snowy
13.0,52,9.5,42.0,partly cloudy,1012.28,3,Winter,5.0,mountain,Cloudy
27.0,54,2.0,16.0,overcast,1001.79,4,Spring,8.0,coastal,Cloudy
-10.0,86,2.0,86.0,overcast,999.17,1,Winter,3.5,mountain,Snowy
-6.0,70,3.5,82.0,partly cloudy,996.19,1,Winter,4.0,mountain,Snowy
0.0,60,17.5,57.0,overcast,991.36,0,Winter,1.0,mountain,Snowy
0.0,73,18.0,86.0,overcast,981.78,1,Winter,0.5,inland,Snowy
-2.0,95,13.0,99.0,overcast,998.75,1,Winter,4.0,inland,Snowy
22.0,76,17.5,86.0,overcast,990.3,1,Summer,4.0,coastal,Rainy
-2.0,76,2.5,79.0,overcast,994.27,1,Winter,4.0,mountain,Snowy
21.0,92,16.5,63.0,overcast,1009.79,2,Summer,3.5,coastal,Rainy
16.0,87,18.0,87.0,overcast,993.03,1,Spring,2.5,mountain,Rainy
19.0,77,3.0,24.0,overcast,1006.27,1,Spring,7.5,inland,Cloudy
12.0,87,19.5,78.0,overcast,1012.4,2,Winter,2.5,mountain,Rainy
36.0,89,0.5,73.0,partly cloudy,1006.71,13,Summer,2.5,coastal,Cloudy
38.0,69,6.5,19.0,clear,1011.2,5,Spring,8.0,coastal,Sunny
14.0,65,17.5,74.0,overcast,1004.29,2,Winter,2.0,inland,Rainy
-8.0,85,20.0,54.0,overcast,989.31,0,Winter,3.0,inland,Snowy
-5.0,73,0.5,79.0,overcast,982.84,0,Winter,3.5,mountain,Snowy
-10.0,83,7.0,98.0,overcast,997.59,1,Winter,4.5,inland,Snowy
42.0,96,19.5,73.0,partly cloudy,1001.14,5,Autumn,1.5,coastal,Cloudy
31.0,64,15.0,81.0,overcast,1002.87,3,Winter,2.0,mountain,Rainy
22.0,91,13.0,92.0,partly cloudy,1008.56,1,Spring,1.5,inland,Rainy
-2.0,91,16.5,53.0,overcast,982.67,1,Winter,3.0,inland,Snowy
19.0,78,11.5,72.0,partly cloudy,995.28,11,Spring,3.5,inland,Rainy
-9.0,73,9.0,96.0,overcast,991.23,0,Winter,1.5,inland,Snowy
32.0,68,5.5,35.0,overcast,1004.95,2,Summer,6.5,inland,Cloudy
-8.0,78,13.0,98.0,partly cloudy,997.98,1,Winter,1.5,mountain,Snowy
23.0,52,12.5,39.0,overcast,1006.2,1,Summer,8.5,coastal,Cloudy
22.0,60,2.5,13.0,overcast,1011.83,4,Spring,5.5,inland,Cloudy
11.0,53,1.5,37.0,partly cloudy,1002.88,1,Winter,5.5,mountain,Cloudy
18.0,59,3.0,47.0,partly cloudy,1001.99,3,Summer,6.5,coastal,Cloudy
13.0,52,11.5,44.0,partly cloudy,1003.47,3,Summer,8.5,coastal,Cloudy
22.0,69,6.0,53.0,overcast,1001.27,1,Winter,3.5,inland,Rainy
-6.0,69,9.5,69.0,overcast,989.18,1,Winter,1.0,mountain,Snowy
2.0,67,2.5,59.0,overcast,981.44,0,Winter,2.0,mountain,Snowy
4.0,77,13.0,76.0,overcast,983.25,1,Winter,2.5,mountain,Snowy
24.0,54,8.0,12.0,clear,1010.53,5,Spring,7.5,mountain,Sunny
38.0,53,2.5,8.0,clear,1012.1,11,Winter,10.0,inland,Sunny
-17.0,99,3.0,82.0,overcast,983.06,0,Winter,3.0,mountain,Snowy
22.0,63,10.0,19.0,clear,1012.11,10,Spring,7.5,mountain,Sunny
30.0,82,12.0,68.0,overcast,1000.06,1,Spring,3.5,inland,Rainy
41.0,24,5.5,10.0,partly cloudy,1010.64,10,Summer,10.0,coastal,Sunny
-9.0,88,5.0,63.0,overcast,981.68,0,Winter,3.0,inland,Snowy
11.0,98,14.5,71.0,overcast,1001.14,2,Winter,4.0,inland,Rainy
-6.0,70,9.0,35.0,cloudy,994.17,4,Summer,2.0,mountain,Sunny
24.0,85,18.5,68.0,partly cloudy,1003.73,1,Autumn,2.0,mountain,Rainy
-7.0,83,8.0,77.0,overcast,981.4,1,Winter,3.5,inland,Snowy
30.0,78,19.0,55.0,partly cloudy,996.14,3,Spring,4.5,coastal,Rainy
-4.0,71,1.0,89.0,partly cloudy,997.63,1,Winter,2.0,inland,Snowy
15.0,65,15.0,81.0,overcast,1012.43,1,Autumn,5.0,mountain,Rainy
42.0,85,37.0,100.0,overcast,1007.39,11,Summer,2.5,mountain,Rainy
34.0,98,17.0,56.0,overcast,1006.26,3,Spring,1.5,coastal,Rainy
52.0,71,9.5,81.0,partly cloudy,1008.58,3,Winter,3.0,mountain,Cloudy
0.0,93,5.5,56.0,partly cloudy,994.8,1,Winter,2.0,mountain,Snowy
18.0,77,6.0,53.0,overcast,995.27,2,Winter,3.0,inland,Rainy
12.0,70,4.5,47.0,partly cloudy,1003.79,1,Autumn,5.5,mountain,Cloudy
19.0,89,16.0,96.0,partly cloudy,1010.48,1,Spring,1.5,mountain,Rainy
3.0,93,4.5,76.0,overcast,985.35,1,Winter,1.5,mountain,Snowy
-1.0,83,19.0,85.0,partly cloudy,982.46,7,Winter,4.0,inland,Snowy
3.0,62,11.5,84.0,partly cloudy,999.72,0,Winter,3.5,mountain,Snowy
24.0,39,7.5,18.0,clear,1011.64,7,Summer,8.5,coastal,Sunny
-1.0,93,0.5,96.0,overcast,986.38,6,Winter,1.5,inland,Snowy
32.0,60,9.0,52.0,overcast,992.85,3,Winter,4.5,coastal,Rainy
2.0,97,7.5,56.0,overcast,990.8,0,Winter,3.0,mountain,Snowy
48.0,91,32.0,85.0,overcast,1008.97,2,Autumn,2.5,inland,Rainy
20.0,86,14.0,64.0,overcast,1000.52,1,Autumn,2.0,coastal,Rainy
-2.0,89,14.5,90.0,overcast,992.86,1,Winter,3.5,mountain,Snowy
20.0,96,19.0,78.0,overcast,1010.81,1,Spring,1.5,inland,Rainy
28.0,60,5.5,28.0,overcast,1000.63,1,Summer,9.0,mountain,Cloudy
18.0,78,14.5,12.0,partly cloudy,1011.45,4,Winter,6.5,inland,Cloudy
0.0,68,12.5,74.0,overcast,990.32,1,Winter,1.5,mountain,Snowy
13.0,83,7.0,90.0,overcast,999.27,2,Winter,1.5,inland,Rainy
-3.0,94,2.0,74.0,partly cloudy,998.57,0,Winter,2.5,inland,Snowy
-1.0,83,18.0,73.0,overcast,983.46,0,Winter,1.5,inland,Snowy
4.0,75,15.5,78.0,overcast,980.03,1,Winter,1.5,mountain,Snowy
3.0,70,11.0,88.0,overcast,981.38,0,Winter,4.0,inland,Snowy
40.0,71,2.0,35.0,partly cloudy,982.47,8,Winter,14.5,mountain,Sunny
17.0,66,14.5,14.0,overcast,1003.45,4,Winter,5.5,inland,Cloudy
43.0,45,5.5,13.0,clear,1012.37,8,Winter,9.0,coastal,Sunny
15.0,56,12.5,39.0,overcast,1011.58,3,Spring,6.0,mountain,Cloudy
32.0,66,2.0,19.0,partly cloudy,1012.71,2,Summer,8.0,coastal,Cloudy
3.0,61,18.5,68.0,overcast,980.99,1,Winter,3.0,mountain,Snowy
-4.0,72,15.5,52.0,overcast,986.24,0,Winter,1.0,mountain,Snowy
-2.0,92,18.5,56.0,overcast,983.95,1,Winter,2.0,mountain,Snowy
52.0,71,14.5,88.0,partly cloudy,1007.13,11,Autumn,7.0,inland,Cloudy
1.0,70,11.5,64.0,partly cloudy,996.82,1,Winter,3.0,inland,Snowy
20.0,62,13.0,86.0,overcast,996.13,0,Autumn,4.0,coastal,Rainy
-3.0,95,19.5,50.0,overcast,990.58,0,Winter,4.0,inland,Snowy
