Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type,Temp_Humidity_Interaction,Wind_Speed_Precipitation_Interaction,Humidity_Visibility_Interaction,UV_Index_log,Wind_Speed_log,Visibility_log,Temperature_cat,Humidity_cat,Wind_Speed_cat
25.0,58,15.0,12.0,partly cloudy,1000.72,4,Spring,8.5,coastal,Cloudy,1450.0,180.0,6.105263157894737,1.6094379124341003,2.772588722239781,2.2512917986064953,Moderate,Medium,Breezy
30.0,60,12.0,14.0,overcast,1009.05,1,Autumn,6.0,mountain,Cloudy,1800.0,168.0,8.571428571428571,0.6931471805599453,2.5649493574615367,1.9459101490553132,Hot,Medium,Breezy
1.0,98,19.0,54.0,overcast,997.26,0,Winter,2.5,inland,Snowy,98.0,1026.0,28.0,0.0,2.995732273553991,1.252762968495368,Cold,High,Breezy
-8.0,86,12.5,68.0,overcast,981.43,1,Winter,1.5,mountain,Snowy,-688.0,850.0,34.4,0.6931471805599453,2.6026896854443837,0.9162907318741551,Freezing,High,Breezy
19.0,92,15.5,72.0,overcast,998.75,2,Winter,4.5,inland,Rainy,1748.0,1116.0,16.727272727272727,1.0986122886681098,2.803360380906535,1.7047480922384253,Moderate,High,Breezy
-10.0,89,41.5,78.0,partly cloudy,986.47,3,Winter,2.5,mountain,Snowy,-890.0,3237.0,25.428571428571427,1.3862943611198906,3.7495040759303713,1.252762968495368,Freezing,High,Windy
3.0,89,7.0,82.0,overcast,998.9,1,Winter,3.0,mountain,Snowy,267.0,574.0,22.25,0.6931471805599453,2.0794415416798357,1.3862943611198906,Cold,High,Calm
29.0,92,15.0,79.0,overcast,992.23,2,Autumn,3.0,inland,Rainy,2668.0,1185.0,23.0,1.0986122886681098,2.772588722239781,1.3862943611198906,Hot,High,Breezy
10.0,63,8.0,19.0,partly cloudy,1007.31,4,Summer,5.5,mountain,Cloudy,630.0,152.0,9.692307692307692,1.6094379124341003,2.1972245773362196,1.8718021769015913,Cold,High,Calm
-2.0,79,7.5,75.0,overcast,988.72,0,Winter,3.5,mountain,Snowy,-158.0,562.5,17.555555555555557,0.0,2.1400661634962708,1.5040773967762742,Freezing,High,Calm
34.0,91,18.0,78.0,partly cloudy,995.17,3,Spring,1.0,mountain,Rainy,3094.0,1404.0,45.5,1.3862943611198906,2.9444389791664403,0.6931471805599453,Hot,High,Breezy
21.0,88,14.5,91.0,partly cloudy,993.84,3,Autumn,5.0,coastal,Rainy,1848.0,1319.5,14.666666666666666,1.3862943611198906,2.740840023925201,1.791759469228055,Moderate,High,Breezy
17.0,51,8.0,21.0,partly cloudy,1006.15,2,Summer,7.0,coastal,Cloudy,867.0,168.0,6.375,1.0986122886681098,2.1972245773362196,2.0794415416798357,Moderate,Medium,Calm
8.0,79,3.5,79.0,partly cloudy,1006.2,9,Winter,3.0,inland,Cloudy,632.0,276.5,19.75,2.302585092994046,1.5040773967762742,1.3862943611198906,Cold,High,Calm
-1.0,66,15.0,56.0,overcast,988.43,0,Winter,1.5,inland,Snowy,-66.0,840.0,26.4,0.0,2.772588722239781,0.9162907318741551,Freezing,High,Breezy
29.0,76,7.0,65.0,overcast,1011.84,3,Summer,1.0,inland,Rainy,2204.0,455.0,38.0,1.3862943611198906,2.0794415416798357,0.6931471805599453,Hot,High,Calm
3.0,91,7.0,98.0,partly cloudy,996.67,1,Winter,5.5,inland,Snowy,273.0,686.0,14.0,0.6931471805599453,2.0794415416798357,1.8718021769015913,Cold,High,Calm
-4.0,94,16.0,85.0,overcast,981.71,1,Winter,2.5,inland,Snowy,-376.0,1360.0,26.857142857142858,0.6931471805599453,2.833213344056216,1.252762968495368,Freezing,High,Breezy
32.0,82,13.5,71.0,partly cloudy,999.87,0,Summer,3.5,coastal,Rainy,2624.0,958.5,18.22222222222222,0.0,2.6741486494265287,1.5040773967762742,Hot,High,Breezy
-9.0,78,16.5,54.0,overcast,998.72,1,Winter,2.0,inland,Snowy,-702.0,891.0,26.0,0.6931471805599453,2.8622008809294686,1.0986122886681098,Freezing,High,Breezy
21.0,66,0.0,5.0,clear,1012.22,10,Spring,8.5,coastal,Sunny,1386.0,0.0,6.947368421052632,2.3978952727983707,0.0,2.2512917986064953,Moderate,High,Calm
-1.0,88,8.5,79.0,overcast,986.85,1,Winter,5.0,inland,Snowy,-88.0,671.5,14.666666666666666,0.6931471805599453,2.2512917986064953,1.791759469228055,Freezing,High,Calm
-15.0,84,7.0,76.0,overcast,987.04,0,Winter,3.5,inland,Snowy,-1260.0,532.0,18.666666666666668,0.0,2.0794415416798357,1.5040773967762742,Freezing,High,Calm
27.0,48,8.5,15.0,clear,1010.98,10,Summer,8.0,mountain,Sunny,1296.0,127.5,5.333333333333333,2.3978952727983707,2.2512917986064953,2.1972245773362196,Hot,Medium,Calm
-9.0,61,13.0,54.0,overcast,992.24,1,Winter,1.5,inland,Snowy,-549.0,702.0,24.4,0.6931471805599453,2.6390573296152584,0.9162907318741551,Freezing,High,Breezy
-6.0,81,19.5,66.0,overcast,995.18,0,Winter,1.5,inland,Snowy,-486.0,1287.0,32.4,0.0,3.0204248861443626,0.9162907318741551,Freezing,High,Breezy
21.0,89,8.0,60.0,partly cloudy,1008.81,2,Spring,4.0,inland,Rainy,1869.0,480.0,17.8,1.0986122886681098,2.1972245773362196,1.6094379124341003,Moderate,High,Calm
32.0,30,9.5,13.0,clear,1011.11,6,Winter,7.5,coastal,Sunny,960.0,123.5,3.5294117647058822,1.9459101490553132,2.3513752571634776,2.1400661634962708,Hot,Low,Calm
31.0,78,10.0,95.0,partly cloudy,995.76,3,Spring,3.5,inland,Rainy,2418.0,950.0,17.333333333333332,1.3862943611198906,2.3978952727983707,1.5040773967762742,Hot,High,Calm
27.0,65,10.5,75.0,overcast,1007.79,1,Spring,3.0,coastal,Rainy,1755.0,787.5,16.25,0.6931471805599453,2.4423470353692043,1.3862943611198906,Hot,High,Breezy
3.0,86,2.0,79.0,overcast,988.74,1,Winter,3.5,inland,Snowy,258.0,158.0,19.11111111111111,0.6931471805599453,1.0986122886681098,1.5040773967762742,Cold,High,Calm
24.0,64,11.0,98.0,overcast,992.78,1,Summer,5.0,inland,Rainy,1536.0,1078.0,10.666666666666666,0.6931471805599453,2.4849066497880004,1.791759469228055,Moderate,High,Breezy
32.0,90,19.0,55.0,overcast,1007.95,0,Summer,1.5,mountain,Rainy,2880.0,1045.0,36.0,0.0,2.995732273553991,0.9162907318741551,Hot,High,Breezy
-10.0,90,3.5,73.0,overcast,989.85,0,Winter,1.5,inland,Snowy,-900.0,255.5,36.0,0.0,1.5040773967762742,0.9162907318741551,Freezing,High,Calm
18.0,77,15.5,71.0,overcast,993.03,1,Autumn,4.5,inland,Rainy,1386.0,1100.5,14.0,0.6931471805599453,2.803360380906535,1.7047480922384253,Moderate,High,Breezy
10.0,70,17.0,57.0,partly cloudy,994.93,3,Autumn,5.0,mountain,Rainy,700.0,969.0,11.666666666666666,1.3862943611198906,2.8903717578961645,1.791759469228055,Cold,High,Breezy
26.0,71,0.5,13.0,partly cloudy,1009.72,1,Autumn,7.0,mountain,Cloudy,1846.0,6.5,8.875,0.6931471805599453,0.4054651081081644,2.0794415416798357,Hot,High,Calm
17.0,59,14.5,39.0,partly cloudy,1003.0,3,Summer,8.5,inland,Cloudy,1003.0,565.5,6.2105263157894735,1.3862943611198906,2.740840023925201,2.2512917986064953,Moderate,Medium,Breezy
38.0,42,4.5,0.0,partly cloudy,1012.72,5,Winter,6.0,inland,Sunny,1596.0,0.0,6.0,1.791759469228055,1.7047480922384253,1.9459101490553132,Hot,Medium,Calm
0.0,80,18.0,90.0,overcast,994.11,0,Winter,3.5,mountain,Snowy,0.0,1620.0,17.77777777777778,0.0,2.9444389791664403,1.5040773967762742,Freezing,High,Breezy
39.0,55,7.5,0.0,clear,1011.05,5,Summer,7.0,inland,Sunny,2145.0,0.0,6.875,1.791759469228055,2.1400661634962708,2.0794415416798357,Hot,Medium,Calm
-22.0,86,1.5,76.0,overcast,999.48,1,Winter,1.0,inland,Snowy,-1892.0,114.0,43.0,0.6931471805599453,0.9162907318741551,0.6931471805599453,Freezing,High,Calm
48.0,38,10.0,98.0,overcast,972.02,12,Winter,20.0,coastal,Snowy,1824.0,980.0,1.8095238095238095,2.5649493574615367,2.3978952727983707,3.044522437723423,Hot,Medium,Calm
17.0,77,3.0,41.0,partly cloudy,1006.91,1,Winter,8.5,coastal,Cloudy,1309.0,123.0,8.105263157894736,0.6931471805599453,1.3862943611198906,2.2512917986064953,Moderate,High,Calm
-7.0,79,25.0,75.0,partly cloudy,981.91,14,Winter,1.5,mountain,Snowy,-553.0,1875.0,31.6,2.70805020110221,3.258096538021482,0.9162907318741551,Freezing,High,Breezy
33.0,76,17.5,89.0,partly cloudy,1008.15,0,Summer,1.0,coastal,Rainy,2508.0,1557.5,38.0,0.0,2.917770732084279,0.6931471805599453,Hot,High,Breezy
-1.0,62,2.0,79.0,partly cloudy,992.95,0,Winter,5.0,mountain,Snowy,-62.0,158.0,10.333333333333334,0.0,1.0986122886681098,1.791759469228055,Freezing,High,Calm
34.0,95,29.0,86.0,partly cloudy,1002.06,5,Winter,2.0,coastal,Rainy,3230.0,2494.0,31.666666666666668,1.791759469228055,3.4011973816621555,1.0986122886681098,Hot,High,Breezy
12.0,70,18.0,97.0,overcast,995.36,0,Spring,4.0,coastal,Rainy,840.0,1746.0,14.0,0.0,2.9444389791664403,1.6094379124341003,Cold,High,Breezy
32.0,72,13.0,13.0,partly cloudy,1001.27,2,Autumn,9.0,coastal,Cloudy,2304.0,169.0,7.2,1.0986122886681098,2.6390573296152584,2.302585092994046,Hot,High,Breezy
35.0,57,6.0,19.0,clear,1010.53,10,Autumn,10.0,inland,Sunny,1995.0,114.0,5.181818181818182,2.3978952727983707,1.9459101490553132,2.3978952727983707,Hot,Medium,Calm
34.0,73,4.5,92.0,clear,1011.87,14,Summer,1.0,inland,Sunny,2482.0,414.0,36.5,2.70805020110221,1.7047480922384253,0.6931471805599453,Hot,High,Calm
-10.0,84,5.0,75.0,overcast,990.82,0,Winter,4.5,mountain,Snowy,-840.0,375.0,15.272727272727273,0.0,1.791759469228055,1.7047480922384253,Freezing,High,Calm
-3.0,84,17.5,61.0,overcast,991.55,1,Winter,3.5,mountain,Snowy,-252.0,1067.5,18.666666666666668,0.6931471805599453,2.917770732084279,1.5040773967762742,Freezing,High,Breezy
-9.0,96,0.0,99.0,overcast,995.66,1,Winter,4.5,inland,Snowy,-864.0,0.0,17.454545454545453,0.6931471805599453,0.0,1.7047480922384253,Freezing,High,Calm
3.0,82,20.0,81.0,partly cloudy,981.42,1,Winter,5.0,mountain,Snowy,246.0,1620.0,13.666666666666666,0.6931471805599453,3.044522437723423,1.791759469228055,Cold,High,Breezy
23.0,74,19.5,92.0,overcast,998.93,1,Winter,2.0,inland,Rainy,1702.0,1794.0,24.666666666666668,0.6931471805599453,3.0204248861443626,1.0986122886681098,Moderate,High,Breezy
15.0,65,6.0,18.0,partly cloudy,1007.69,2,Winter,7.5,mountain,Cloudy,975.0,108.0,7.647058823529412,1.0986122886681098,1.9459101490553132,2.1400661634962708,Cold,High,Calm
25.0,71,7.5,38.0,partly cloudy,1001.02,1,Winter,7.0,mountain,Cloudy,1775.0,285.0,8.875,0.6931471805599453,2.1400661634962708,2.0794415416798357,Moderate,High,Calm
29.0,55,1.0,38.0,partly cloudy,1003.99,4,Summer,7.0,coastal,Cloudy,1595.0,38.0,6.875,1.6094379124341003,0.6931471805599453,2.0794415416798357,Hot,Medium,Calm
16.0,64,11.5,44.0,partly cloudy,1004.43,1,Spring,6.0,coastal,Cloudy,1024.0,506.0,9.142857142857142,0.6931471805599453,2.5257286443082556,1.9459101490553132,Moderate,High,Breezy
12.0,76,4.0,47.0,overcast,1000.75,2,Winter,8.5,mountain,Cloudy,912.0,188.0,8.0,1.0986122886681098,1.6094379124341003,2.2512917986064953,Cold,High,Calm
19.0,83,18.5,56.0,partly cloudy,991.04,2,Autumn,4.5,mountain,Rainy,1577.0,1036.0,15.090909090909092,1.0986122886681098,2.970414465569701,1.7047480922384253,Moderate,High,Breezy
23.0,55,13.0,41.0,partly cloudy,1011.91,3,Winter,9.0,inland,Cloudy,1265.0,533.0,5.5,1.3862943611198906,2.6390573296152584,2.302585092994046,Moderate,Medium,Breezy
35.0,47,10.0,8.0,partly cloudy,1010.17,7,Summer,9.5,mountain,Sunny,1645.0,80.0,4.476190476190476,2.0794415416798357,2.3978952727983707,2.3513752571634776,Hot,Medium,Calm
33.0,54,8.0,39.0,overcast,1002.62,4,Autumn,8.0,mountain,Cloudy,1782.0,312.0,6.0,1.6094379124341003,2.1972245773362196,2.1972245773362196,Hot,Medium,Calm
36.0,54,6.0,17.0,clear,1010.34,5,Spring,8.0,inland,Sunny,1944.0,102.0,6.0,1.791759469228055,1.9459101490553132,2.1972245773362196,Hot,Medium,Calm
23.0,67,11.5,39.0,partly cloudy,1003.1,4,Autumn,8.0,coastal,Cloudy,1541.0,448.5,7.444444444444445,1.6094379124341003,2.5257286443082556,2.1972245773362196,Moderate,High,Breezy
34.0,66,7.5,37.0,overcast,1007.45,3,Spring,7.0,coastal,Cloudy,2244.0,277.5,8.25,1.3862943611198906,2.1400661634962708,2.0794415416798357,Hot,High,Calm
1.0,79,18.5,90.0,overcast,984.15,1,Winter,1.5,mountain,Snowy,79.0,1665.0,31.6,0.6931471805599453,2.970414465569701,0.9162907318741551,Cold,High,Breezy
34.0,51,10.0,23.0,overcast,1000.4,1,Summer,5.5,mountain,Cloudy,1734.0,230.0,7.846153846153846,0.6931471805599453,2.3978952727983707,1.8718021769015913,Hot,Medium,Calm
21.0,87,9.0,65.0,overcast,1003.16,1,Winter,2.0,inland,Rainy,1827.0,585.0,29.0,0.6931471805599453,2.302585092994046,1.0986122886681098,Moderate,High,Calm
34.0,64,18.5,67.0,partly cloudy,995.93,3,Winter,3.5,inland,Rainy,2176.0,1239.5,14.222222222222221,1.3862943611198906,2.970414465569701,1.5040773967762742,Hot,High,Breezy
28.0,79,9.5,23.0,overcast,1005.74,4,Winter,6.0,inland,Cloudy,2212.0,218.5,11.285714285714286,1.6094379124341003,2.3513752571634776,1.9459101490553132,Hot,High,Calm
29.0,76,7.5,12.0,partly cloudy,1011.62,4,Spring,6.5,mountain,Cloudy,2204.0,90.0,10.133333333333333,1.6094379124341003,2.1400661634962708,2.0149030205422647,Hot,High,Calm
18.0,63,15.0,80.0,partly cloudy,1009.01,2,Winter,3.0,inland,Rainy,1134.0,1200.0,15.75,1.0986122886681098,2.772588722239781,1.3862943611198906,Moderate,High,Breezy
21.0,62,12.5,27.0,partly cloudy,1004.44,4,Winter,7.5,mountain,Cloudy,1302.0,337.5,7.294117647058823,1.6094379124341003,2.6026896854443837,2.1400661634962708,Moderate,High,Breezy
3.0,98,5.0,62.0,overcast,983.69,0,Winter,3.5,mountain,Snowy,294.0,310.0,21.77777777777778,0.0,1.791759469228055,1.5040773967762742,Cold,High,Calm
-16.0,100,18.0,97.0,overcast,993.16,11,Winter,2.0,mountain,Snowy,-1600.0,1746.0,33.333333333333336,2.4849066497880004,2.9444389791664403,1.0986122886681098,Freezing,High,Breezy
1.0,82,15.0,99.0,overcast,985.11,0,Winter,3.0,mountain,Snowy,82.0,1485.0,20.5,0.0,2.772588722239781,1.3862943611198906,Cold,High,Breezy
16.0,76,11.0,67.0,partly cloudy,993.31,0,Summer,3.0,mountain,Rainy,1216.0,737.0,19.0,0.0,2.4849066497880004,1.3862943611198906,Moderate,High,Breezy
31.0,80,11.5,56.0,partly cloudy,1012.77,0,Summer,1.5,coastal,Rainy,2480.0,644.0,32.0,0.0,2.5257286443082556,0.9162907318741551,Hot,High,Breezy
3.0,96,8.5,77.0,overcast,982.81,0,Winter,2.5,mountain,Snowy,288.0,654.5,27.428571428571427,0.0,2.2512917986064953,1.252762968495368,Cold,High,Calm
-3.0,93,11.5,61.0,overcast,988.38,0,Winter,2.5,inland,Snowy,-279.0,701.5,26.571428571428573,0.0,2.5257286443082556,1.252762968495368,Freezing,High,Breezy
22.0,46,9.5,17.0,partly cloudy,1011.02,10,Summer,6.5,mountain,Sunny,1012.0,161.5,6.133333333333334,2.3978952727983707,2.3513752571634776,2.0149030205422647,Moderate,Medium,Calm
19.0,65,3.0,41.0,overcast,1012.48,2,Spring,6.5,inland,Cloudy,1235.0,123.0,8.666666666666666,1.0986122886681098,1.3862943611198906,2.0149030205422647,Moderate,High,Calm
24.0,93,6.0,75.0,overcast,1000.49,1,Summer,2.5,coastal,Rainy,2232.0,450.0,26.571428571428573,0.6931471805599453,1.9459101490553132,1.252762968495368,Moderate,High,Calm
23.0,92,6.5,63.0,overcast,997.02,1,Winter,5.0,coastal,Rainy,2116.0,409.5,15.333333333333334,0.6931471805599453,2.0149030205422647,1.791759469228055,Moderate,High,Calm
21.0,60,9.0,74.0,partly cloudy,1006.74,2,Summer,1.5,inland,Rainy,1260.0,666.0,24.0,1.0986122886681098,2.302585092994046,0.9162907318741551,Moderate,Medium,Calm
20.0,96,15.0,93.0,partly cloudy,996.28,0,Spring,1.5,inland,Rainy,1920.0,1395.0,38.4,0.0,2.772588722239781,0.9162907318741551,Moderate,High,Breezy
21.0,82,7.5,50.0,overcast,1001.53,3,Spring,1.5,mountain,Rainy,1722.0,375.0,32.8,1.3862943611198906,2.1400661634962708,0.9162907318741551,Moderate,High,Calm
-7.0,82,4.5,90.0,overcast,999.26,0,Winter,2.5,inland,Snowy,-574.0,405.0,23.428571428571427,0.0,1.7047480922384253,1.252762968495368,Freezing,High,Calm
16.0,69,3.0,21.0,partly cloudy,1005.7,1,Winter,7.0,inland,Cloudy,1104.0,63.0,8.625,0.6931471805599453,1.3862943611198906,2.0794415416798357,Moderate,High,Calm
-13.0,76,38.5,70.0,overcast,983.55,8,Winter,3.0,mountain,Snowy,-988.0,2695.0,19.0,2.1972245773362196,3.676300671907076,1.3862943611198906,Freezing,High,Windy
32.0,64,1.5,25.0,overcast,1008.27,4,Winter,7.5,mountain,Cloudy,2048.0,37.5,7.529411764705882,1.6094379124341003,0.9162907318741551,2.1400661634962708,Hot,High,Calm
19.0,29,6.0,84.0,partly cloudy,984.17,2,Winter,19.5,mountain,Cloudy,551.0,504.0,1.4146341463414633,1.0986122886681098,1.9459101490553132,3.0204248861443626,Moderate,Low,Calm
12.0,56,2.5,13.0,partly cloudy,1001.13,4,Winter,6.0,coastal,Cloudy,672.0,32.5,8.0,1.6094379124341003,1.252762968495368,1.9459101490553132,Cold,Medium,Calm
-2.0,91,8.0,78.0,partly cloudy,998.92,1,Winter,4.0,mountain,Snowy,-182.0,624.0,18.2,0.6931471805599453,2.1972245773362196,1.6094379124341003,Freezing,High,Calm
-7.0,66,17.5,71.0,partly cloudy,994.99,1,Winter,5.0,inland,Snowy,-462.0,1242.5,11.0,0.6931471805599453,2.917770732084279,1.791759469228055,Freezing,High,Breezy
20.0,89,17.0,96.0,partly cloudy,1012.81,5,Winter,9.0,inland,Cloudy,1780.0,1632.0,8.9,1.791759469228055,2.8903717578961645,2.302585092994046,Moderate,High,Breezy
12.0,96,8.5,78.0,partly cloudy,996.45,1,Winter,1.0,mountain,Rainy,1152.0,663.0,48.0,0.6931471805599453,2.2512917986064953,0.6931471805599453,Cold,High,Calm
22.0,61,10.5,33.0,partly cloudy,1006.49,3,Summer,6.0,coastal,Cloudy,1342.0,346.5,8.714285714285714,1.3862943611198906,2.4423470353692043,1.9459101490553132,Moderate,High,Breezy
-3.0,76,19.0,99.0,overcast,992.77,0,Winter,2.5,inland,Snowy,-228.0,1881.0,21.714285714285715,0.0,2.995732273553991,1.252762968495368,Freezing,High,Breezy
10.0,76,18.0,86.0,overcast,1008.39,0,Winter,5.0,mountain,Rainy,760.0,1548.0,12.666666666666666,0.0,2.9444389791664403,1.791759469228055,Cold,High,Breezy
40.0,96,11.5,95.0,partly cloudy,1005.06,10,Spring,7.0,inland,Cloudy,3840.0,1092.5,12.0,2.3978952727983707,2.5257286443082556,2.0794415416798357,Hot,High,Breezy
-2.0,68,20.0,58.0,overcast,993.99,0,Winter,1.5,mountain,Snowy,-136.0,1160.0,27.2,0.0,3.044522437723423,0.9162907318741551,Freezing,High,Breezy
14.0,67,10.0,93.0,partly cloudy,992.6,3,Autumn,2.0,mountain,Rainy,938.0,930.0,22.333333333333332,1.3862943611198906,2.3978952727983707,1.0986122886681098,Cold,High,Calm
14.0,82,5.0,75.0,partly cloudy,992.03,3,Winter,3.5,coastal,Rainy,1148.0,375.0,18.22222222222222,1.3862943611198906,1.791759469228055,1.5040773967762742,Cold,High,Calm
4.0,97,4.5,77.0,overcast,990.82,1,Winter,2.5,inland,Snowy,388.0,346.5,27.714285714285715,0.6931471805599453,1.7047480922384253,1.252762968495368,Cold,High,Calm
33.0,63,10.0,39.0,overcast,1003.66,4,Autumn,8.0,coastal,Cloudy,2079.0,390.0,7.0,1.6094379124341003,2.3978952727983707,2.1972245773362196,Hot,High,Calm
26.0,58,13.0,36.0,overcast,1005.29,2,Winter,6.0,coastal,Cloudy,1508.0,468.0,8.285714285714286,1.0986122886681098,2.6390573296152584,1.9459101490553132,Hot,Medium,Breezy
42.0,72,27.0,83.0,partly cloudy,1011.45,1,Autumn,8.0,mountain,Cloudy,3024.0,2241.0,8.0,0.6931471805599453,3.332204510175204,2.1972245773362196,Hot,High,Breezy
23.0,38,5.5,2.0,clear,1010.28,7,Summer,9.5,inland,Sunny,874.0,11.0,3.619047619047619,2.0794415416798357,1.8718021769015913,2.3513752571634776,Moderate,Medium,Calm
28.0,71,15.5,89.0,partly cloudy,1006.55,10,Spring,5.0,inland,Rainy,1988.0,1379.5,11.833333333333334,2.3978952727983707,2.803360380906535,1.791759469228055,Hot,High,Breezy
-1.0,65,7.0,84.0,overcast,994.38,0,Winter,1.0,mountain,Snowy,-65.0,588.0,32.5,0.0,2.0794415416798357,0.6931471805599453,Freezing,High,Calm
-1.0,86,3.0,68.0,overcast,983.82,1,Winter,3.5,inland,Snowy,-86.0,204.0,19.11111111111111,0.6931471805599453,1.3862943611198906,1.5040773967762742,Freezing,High,Calm
4.0,52,10.0,55.0,overcast,992.22,9,Autumn,8.5,inland,Cloudy,208.0,550.0,5.473684210526316,2.302585092994046,2.3978952727983707,2.2512917986064953,Cold,Medium,Calm
44.0,30,0.0,4.0,partly cloudy,1010.13,9,Autumn,6.5,inland,Sunny,1320.0,0.0,4.0,2.302585092994046,0.0,2.0149030205422647,Hot,Low,Calm
13.0,91,11.0,92.0,overcast,1001.67,8,Spring,7.5,inland,Cloudy,1183.0,1012.0,10.705882352941176,2.1972245773362196,2.4849066497880004,2.1400661634962708,Cold,High,Breezy
17.0,96,12.0,78.0,overcast,1011.37,3,Summer,2.5,mountain,Rainy,1632.0,936.0,27.428571428571427,1.3862943611198906,2.5649493574615367,1.252762968495368,Moderate,High,Breezy
32.0,64,7.0,49.0,partly cloudy,1000.53,4,Winter,7.5,coastal,Cloudy,2048.0,343.0,7.529411764705882,1.6094379124341003,2.0794415416798357,2.1400661634962708,Hot,High,Calm
25.0,95,18.5,91.0,partly cloudy,1001.98,0,Winter,2.0,coastal,Rainy,2375.0,1683.5,31.666666666666668,0.0,2.970414465569701,1.0986122886681098,Moderate,High,Breezy
21.0,60,9.5,15.0,partly cloudy,1002.17,2,Summer,7.5,mountain,Cloudy,1260.0,142.5,7.0588235294117645,1.0986122886681098,2.3513752571634776,2.1400661634962708,Moderate,Medium,Calm
1.0,75,11.5,95.0,partly cloudy,982.4,0,Winter,2.5,inland,Snowy,75.0,1092.5,21.428571428571427,0.0,2.5257286443082556,1.252762968495368,Cold,High,Breezy
24.0,70,2.5,48.0,partly cloudy,1006.77,1,Winter,5.5,inland,Cloudy,1680.0,120.0,10.76923076923077,0.6931471805599453,1.252762968495368,1.8718021769015913,Moderate,High,Calm
-4.0,77,19.0,92.0,overcast,987.61,0,Winter,4.5,mountain,Snowy,-308.0,1748.0,14.0,0.0,2.995732273553991,1.7047480922384253,Freezing,High,Breezy
13.0,53,2.5,39.0,overcast,1006.73,1,Winter,8.0,mountain,Cloudy,689.0,97.5,5.888888888888889,0.6931471805599453,1.252762968495368,2.1972245773362196,Cold,Medium,Calm
-10.0,94,7.5,98.0,partly cloudy,989.37,1,Winter,4.0,mountain,Snowy,-940.0,735.0,18.8,0.6931471805599453,2.1400661634962708,1.6094379124341003,Freezing,High,Calm
20.0,50,13.0,41.0,partly cloudy,1000.04,4,Autumn,6.5,coastal,Cloudy,1000.0,533.0,6.666666666666667,1.6094379124341003,2.6390573296152584,2.0149030205422647,Moderate,Medium,Breezy
-10.0,70,2.5,56.0,overcast,989.29,1,Winter,4.0,mountain,Snowy,-700.0,140.0,14.0,0.6931471805599453,1.252762968495368,1.6094379124341003,Freezing,High,Calm
22.0,97,7.5,73.0,overcast,1008.16,2,Winter,2.0,coastal,Rainy,2134.0,547.5,32.333333333333336,1.0986122886681098,2.1400661634962708,1.0986122886681098,Moderate,High,Calm
31.0,71,6.0,24.0,partly cloudy,1009.27,4,Spring,7.5,inland,Cloudy,2201.0,144.0,8.352941176470589,1.6094379124341003,1.9459101490553132,2.1400661634962708,Hot,High,Calm
-12.0,97,29.5,71.0,overcast,985.2,14,Winter,5.5,inland,Snowy,-1164.0,2094.5,14.923076923076923,2.70805020110221,3.417726683613366,1.8718021769015913,Freezing,High,Breezy
23.0,95,41.0,99.0,partly cloudy,1003.48,3,Summer,2.5,inland,Rainy,2185.0,4059.0,27.142857142857142,1.3862943611198906,3.7376696182833684,1.252762968495368,Moderate,High,Windy
-1.0,91,11.0,56.0,partly cloudy,999.07,0,Winter,2.5,mountain,Snowy,-91.0,616.0,26.0,0.0,2.4849066497880004,1.252762968495368,Freezing,High,Breezy
29.0,58,11.5,16.0,partly cloudy,1006.68,3,Summer,7.5,mountain,Cloudy,1682.0,184.0,6.823529411764706,1.3862943611198906,2.5257286443082556,2.1400661634962708,Hot,Medium,Breezy
41.0,58,6.5,16.0,clear,1011.89,5,Summer,7.0,coastal,Sunny,2378.0,104.0,7.25,1.791759469228055,2.0149030205422647,2.0794415416798357,Hot,Medium,Calm
-5.0,91,3.0,64.0,overcast,986.86,1,Winter,3.5,mountain,Snowy,-455.0,192.0,20.22222222222222,0.6931471805599453,1.3862943611198906,1.5040773967762742,Freezing,High,Calm
-9.0,67,13.0,92.0,overcast,981.36,0,Winter,2.0,mountain,Snowy,-603.0,1196.0,22.333333333333332,0.0,2.6390573296152584,1.0986122886681098,Freezing,High,Breezy
25.0,50,15.0,16.0,partly cloudy,1011.14,1,Spring,5.5,mountain,Cloudy,1250.0,240.0,7.6923076923076925,0.6931471805599453,2.772588722239781,1.8718021769015913,Moderate,Medium,Breezy
31.0,67,16.0,62.0,partly cloudy,999.86,0,Autumn,4.5,mountain,Rainy,2077.0,992.0,12.181818181818182,0.0,2.833213344056216,1.7047480922384253,Hot,High,Breezy
-3.0,61,9.0,62.0,overcast,984.77,0,Winter,2.5,inland,Snowy,-183.0,558.0,17.428571428571427,0.0,2.302585092994046,1.252762968495368,Freezing,High,Calm
-3.0,24,11.0,95.0,overcast,954.12,6,Spring,19.5,inland,Rainy,-72.0,1045.0,1.170731707317073,1.9459101490553132,2.4849066497880004,3.0204248861443626,Freezing,Low,Breezy
1.0,95,4.0,97.0,overcast,987.61,0,Winter,3.0,inland,Snowy,95.0,388.0,23.75,0.0,1.6094379124341003,1.3862943611198906,Cold,High,Calm
16.0,98,13.0,75.0,overcast,994.18,0,Autumn,1.5,inland,Rainy,1568.0,975.0,39.2,0.0,2.6390573296152584,0.9162907318741551,Moderate,High,Breezy
